Id,Name,LastName,FirstName,Gender,RankName,Department,TotalArticleCount,TotalConfProcCount,TotalGrantCount,TotalPatentCount,TotalCourseCount
1485,"BALAKRISHNAN, HAMSA",BALAKRISHNAN,HAMSA,Male,Professor,Aeronautics and Astronautics,46,63,15,1,2
2030,"BARRETT, STEVEN R. H",BARRETT,STEVEN,Male,Associate,Aeronautics and Astronautics,87,7,11,1,2
2190,"BELOBABA, PETER P",BELOBABA,PETER,Male,Other,Aeronautics and Astronautics,24,2,0,0,2
2695,"BINZEL, RICHARD P",BINZEL,RICHARD,Male,Professor,Aeronautics and Astronautics,163,13,23,0,2
4030,"CAHOY, KERRI",CAHOY,KERRI,Female,Associate,Aeronautics and Astronautics,47,72,45,8,3
16360,"CARLONE, LUCA",CARLONE,LUCA,Male,Assistant,Aeronautics and Astronautics,29,52,7,2,2
23990,"CORDERO, ZACHARY C",CORDERO,ZACHARY,Male,Assistant,Aeronautics and Astronautics,21,2,3,0,2
3740,"CRAWLEY, EDWARD F",CRAWLEY,EDWARD,Male,Professor,Aeronautics and Astronautics,47,67,30,1,5
3945,"DARMOFAL, DAVID L",DARMOFAL,DAVID,Male,Professor,Aeronautics and Astronautics,33,52,12,1,7
3910,"DE WECK, OLIVIER L",DE WECK,OLIVIER,Male,Professor,Aeronautics and Astronautics,105,155,26,1,5
4410,"DRELA, MARK",DRELA,MARK,Male,Professor,Aeronautics and Astronautics,18,34,4,3,7
24160,"FAN, CHUCHU",FAN,CHUCHU,Female,Assistant,Aeronautics and Astronautics,6,19,1,2,2
4370,"GREITZER, EDWARD M",GREITZER,EDWARD,Male,Professor,Aeronautics and Astronautics,15,14,32,2,1
16865,"GUERRA GARCIA, CARMEN",GUERRA GARCIA,CARMEN,Female,Assistant,Aeronautics and Astronautics,14,1,0,2,2
4385,"HAIMES, ROBERT",HAIMES,ROBERT,Male,Other,Aeronautics and Astronautics,15,43,33,0,0
2020,"HANSMAN, ROBERT J",HANSMAN,ROBERT,Male,Professor,Aeronautics and Astronautics,24,71,60,8,7
5310,"HARRIS, WESLEY L",HARRIS,WESLEY,Male,Professor,Aeronautics and Astronautics,1,1,6,0,2
5390,"HASTINGS, DANIEL E",HASTINGS,DANIEL,Male,Professor,Aeronautics and Astronautics,35,34,34,0,0
2660,"HOFFMAN, JEFFREY A",HOFFMAN,JEFFREY,Male,Other,Aeronautics and Astronautics,52,67,32,0,4
2910,"HOW, JONATHAN P",HOW,JONATHAN,Male,Professor,Aeronautics and Astronautics,160,268,58,6,2
4785,"KARAMAN, SERTAC",KARAMAN,SERTAC,Female,Associate,Aeronautics and Astronautics,39,119,20,11,0
5860,"LEVESON, NANCY G",LEVESON,NANCY,Female,Professor,Aeronautics and Astronautics,49,13,31,0,2
9895,"LIEBECK, ROBERT H",LIEBECK,ROBERT,Male,Other,Aeronautics and Astronautics,1,1,0,6,0
19275,"LINARES, RICHARD",LINARES,RICHARD,Male,Assistant,Aeronautics and Astronautics,30,31,9,1,2
4375,"LOZANO, PAULO C",LOZANO,PAULO,Male,Professor,Aeronautics and Astronautics,43,37,28,21,2
24205,"LOZANO-DURAN, ADRIAN",LOZANO-DURAN,ADRIAN,Male,Assistant,Aeronautics and Astronautics,28,22,1,0,1
1195,"MARZOUK, YOUSSEF M",MARZOUK,YOUSSEF,Female,Associate,Aeronautics and Astronautics,72,28,25,1,2
2680,"MASTERSON, REBECCA A",MASTERSON,REBECCA,Female,Other,Aeronautics and Astronautics,1,14,3,0,2
2670,"MILLER, DAVID W",MILLER,DAVID,Male,Professor,Aeronautics and Astronautics,141,97,101,1,0
6295,"MINDELL, DAVID A",MINDELL,DAVID,Male,Professor,Aeronautics and Astronautics,6,6,2,0,1
5470,"MODIANO, EYTAN H",MODIANO,EYTAN,Male,Professor,Aeronautics and Astronautics,112,165,38,1,2
4815,"NEWMAN, DAVA J",NEWMAN,DAVA,Female,Professor,Aeronautics and Astronautics,40,57,26,8,0
5125,"NGUYEN, NGOC CUONG",NGUYEN,NGOC,Female,Other,Aeronautics and Astronautics,64,24,1,2,0
7490,"OMAN, CHARLES M",OMAN,CHARLES,Male,Other,Aeronautics and Astronautics,27,9,30,1,0
4365,"PERAIRE, JAIME",PERAIRE,JAIME,Female,Professor,Aeronautics and Astronautics,84,45,14,2,2
5610,"RADOVITZKY, RAUL A",RADOVITZKY,RAUL,Male,Professor,Aeronautics and Astronautics,48,6,5,5,2
2320,"ROY, NICHOLAS",ROY,NICHOLAS,Male,Professor,Aeronautics and Astronautics,52,101,21,2,3
4035,"SAENZ-OTERO, ALVAR",SAENZ-OTERO,ALVAR,Male,Other,Aeronautics and Astronautics,17,28,10,0,0
7055,"SEAGER, SARA",SEAGER,SARA,Female,Professor,Aeronautics and Astronautics,265,52,51,1,2
7055,"SEAGER, SARA",SEAGER,SARA,Female,Professor,Physics,265,52,51,1,2
2880,"SHAH, JULIE A",SHAH,JULIE,Female,Associate,Aeronautics and Astronautics,33,52,28,3,4
4380,"SPAKOVSZKY, ZOLTAN S",SPAKOVSZKY,ZOLTAN,Male,Professor,Aeronautics and Astronautics,43,44,10,3,3
23790,"SPETH, RAYMOND L",SPETH,RAYMOND,Female,Other,Aeronautics and Astronautics,26,13,0,2,0
4820,"STIRLING, LEIA A",STIRLING,LEIA,Female,Assistant,Aeronautics and Astronautics,42,17,11,4,0
1290,"TAN, CHOON S",TAN,CHOON,Female,Other,Aeronautics and Astronautics,53,37,29,0,0
2035,"WAITZ, IAN A",WAITZ,IAN,Female,Professor,Aeronautics and Astronautics,39,10,31,2,0
5285,"WANG, QIQI",WANG,QIQI,Female,Associate,Aeronautics and Astronautics,109,52,10,1,2
5105,"WARDLE, BRIAN L",WARDLE,BRIAN,Male,Professor,Aeronautics and Astronautics,134,63,21,51,2
2885,"WILLIAMS, BRIAN C",WILLIAMS,BRIAN,Male,Professor,Aeronautics and Astronautics,34,64,38,1,0
3665,"WIN, MOE Z",WIN,MOE,Female,Professor,Aeronautics and Astronautics,170,218,20,6,2
17100,"WOOD, DANIELLE RENEE",WOOD,DANIELLE,Female,Assistant,Aeronautics and Astronautics,9,10,4,0,3
17100,"WOOD, DANIELLE RENEE",WOOD,DANIELLE,Female,Assistant,Media Arts and Sciences,9,10,4,0,3
5865,"YOUNG, LAURENCE RETMAN",YOUNG,LAURENCE,Female,Other,Aeronautics and Astronautics,37,9,23,5,0
3770,"ALM, ERIC J",ALM,ERIC,Male,Professor,Biological Engineering,166,1,10,0,1
2390,"BATHE, MARK",BATHE,MARK,Male,Associate,Biological Engineering,102,4,26,10,4
2390,"BATHE, MARK",BATHE,MARK,Male,Associate,Mechanical Engineering,102,4,26,10,4
2290,"BELCHER, ANGELA M",BELCHER,ANGELA,Female,Professor,Biological Engineering,120,3,17,29,0
2290,"BELCHER, ANGELA M",BELCHER,ANGELA,Female,Professor,Materials Science and Engineering,120,3,17,29,0
17500,"BIRNBAUM, MICHAEL E",BIRNBAUM,MICHAEL,Male,Assistant,Biological Engineering,30,0,5,5,2
2795,"BLAINEY, PAUL C",BLAINEY,PAUL,Male,Associate,Biological Engineering,68,0,0,52,0
2005,"BOYER, LAURIE ANN",BOYER,LAURIE,Female,Associate,Biological Engineering,43,0,5,0,2
2005,"BOYER, LAURIE ANN",BOYER,LAURIE,Female,Associate,Biology,43,0,5,0,2
16365,"BRYSON, BRYAN DAVID",BRYSON,BRYAN,Male,Assistant,Biological Engineering,25,0,5,0,2
1945,"BURGE, CHRISTOPHER B",BURGE,CHRISTOPHER,Male,Professor,Biological Engineering,106,0,17,2,2
1945,"BURGE, CHRISTOPHER B",BURGE,CHRISTOPHER,Male,Professor,Biology,106,0,17,2,2
3530,"CHAKRABORTY, ARUP K",CHAKRABORTY,ARUP,Female,Professor,Biological Engineering,182,2,19,1,4
3530,"CHAKRABORTY, ARUP K",CHAKRABORTY,ARUP,Female,Professor,Chemical Engineering,182,2,19,1,4
3530,"CHAKRABORTY, ARUP K",CHAKRABORTY,ARUP,Female,Professor,Chemistry,182,2,19,1,4
3530,"CHAKRABORTY, ARUP K",CHAKRABORTY,ARUP,Female,Professor,Physics,182,2,19,1,4
14685,"COLLINS, JAMES J",COLLINS,JAMES,Male,Professor,Biological Engineering,274,3,21,27,2
4105,"DEDON, PETER C",DEDON,PETER,Male,Professor,Biological Engineering,159,0,34,1,2
2430,"ENGELWARD, BEVIN P",ENGELWARD,BEVIN,Female,Professor,Biological Engineering,76,4,19,7,2
7960,"ERDMAN, SUSAN E",ERDMAN,SUSAN,Female,Other,Biological Engineering,63,0,14,1,0
4070,"ESSIGMANN, JOHN M",ESSIGMANN,JOHN,Male,Professor,Biological Engineering,73,1,40,8,2
4070,"ESSIGMANN, JOHN M",ESSIGMANN,JOHN,Male,Professor,Chemistry,73,1,40,8,2
4060,"FOX, JAMES G",FOX,JAMES,Male,Professor,Biological Engineering,428,0,65,3,0
2275,"FRAENKEL, ERNEST",FRAENKEL,ERNEST,Male,Professor,Biological Engineering,91,8,12,4,2
1845,"GRIFFITH, LINDA G",GRIFFITH,LINDA,Female,Professor,Biological Engineering,170,11,28,37,4
1845,"GRIFFITH, LINDA G",GRIFFITH,LINDA,Female,Professor,Mechanical Engineering,170,11,28,37,4
1855,"GRODZINSKY, ALAN J",GRODZINSKY,ALAN,Male,Professor,Biological Engineering,203,3,25,5,0
1855,"GRODZINSKY, ALAN J",GRODZINSKY,ALAN,Male,Professor,Electrical Engineering and Computer Sciences,203,3,25,5,0
1855,"GRODZINSKY, ALAN J",GRODZINSKY,ALAN,Male,Professor,Mechanical Engineering,203,3,25,5,0
3360,"HAN, JONGYOON",HAN,JONGYOON,Female,Professor,Biological Engineering,269,10,16,50,3
3360,"HAN, JONGYOON",HAN,JONGYOON,Female,Professor,Electrical Engineering and Computer Sciences,269,10,16,50,3
24010,"HANSEN, ANDERS SEJR",HANSEN,ANDERS,Male,Assistant,Biological Engineering,30,0,5,0,1
3525,"IRVINE, DARRELL J",IRVINE,DARRELL,Female,Professor,Biological Engineering,221,7,41,48,2
1865,"JASANOFF, ALAN PRADIP",JASANOFF,ALAN,Male,Professor,Biological Engineering,59,0,20,4,2
1865,"JASANOFF, ALAN PRADIP",JASANOFF,ALAN,Male,Professor,Nuclear Science and Engineering,59,0,20,4,2
5805,"KEATING, AMY E",KEATING,AMY,Female,Professor,Biological Engineering,72,0,12,4,2
5805,"KEATING, AMY E",KEATING,AMY,Female,Professor,Biology,72,0,12,4,2
14595,"KOEHLER, ANGELA NICOLE",KOEHLER,ANGELA,Female,Associate,Biological Engineering,50,0,4,15,2
1830,"LANGER, ROBERT S",LANGER,ROBERT,Male,Professor,Biological Engineering,975,26,92,332,2
1830,"LANGER, ROBERT S",LANGER,ROBERT,Male,Professor,Chemical Engineering,975,26,92,332,2
1830,"LANGER, ROBERT S",LANGER,ROBERT,Male,Professor,Mechanical Engineering,975,26,92,332,2
2245,"LAUFFENBURGER, DOUGLAS A",LAUFFENBURGER,DOUGLAS,Female,Professor,Biological Engineering,349,19,75,11,3
2245,"LAUFFENBURGER, DOUGLAS A",LAUFFENBURGER,DOUGLAS,Female,Professor,Biology,349,19,75,11,3
2245,"LAUFFENBURGER, DOUGLAS A",LAUFFENBURGER,DOUGLAS,Female,Professor,Chemical Engineering,349,19,75,11,3
1970,"LODISH, HARVEY F",LODISH,HARVEY,Male,Professor,Biological Engineering,186,1,0,6,2
1970,"LODISH, HARVEY F",LODISH,HARVEY,Male,Professor,Biology,186,1,0,6,2
5590,"LU, TIMOTHY K",LU,TIMOTHY,Male,Associate,Biological Engineering,131,9,31,44,1
5590,"LU, TIMOTHY K",LU,TIMOTHY,Male,Associate,Electrical Engineering and Computer Sciences,131,9,31,44,1
2220,"MANALIS, SCOTT R",MANALIS,SCOTT,Male,Professor,Biological Engineering,81,12,24,19,1
2220,"MANALIS, SCOTT R",MANALIS,SCOTT,Male,Professor,Mechanical Engineering,81,12,24,19,1
4930,"NILES, JACQUIN",NILES,JACQUIN,Female,Professor,Biological Engineering,39,1,6,3,2
3835,"RIBBECK, KATHARINA",RIBBECK,KATHARINA,Female,Associate,Biological Engineering,57,1,7,8,3
3350,"SAMSON, LEONA D",SAMSON,LEONA,Female,Other,Biological Engineering,110,0,24,1,0
5945,"SASISEKHARAN, RAM",SASISEKHARAN,RAM,Female,Professor,Biological Engineering,114,0,29,71,2
1835,"SO, PETER T. C",SO,PETER,Male,Professor,Biological Engineering,194,82,12,14,3
1835,"SO, PETER T. C",SO,PETER,Male,Professor,Mechanical Engineering,194,82,12,14,3
4425,"THILLY, WILLIAM G",THILLY,WILLIAM,Male,Professor,Biological Engineering,34,0,18,10,2
1905,"TIDOR, BRUCE",TIDOR,BRUCE,Male,Professor,Biological Engineering,79,4,28,3,2
1905,"TIDOR, BRUCE",TIDOR,BRUCE,Male,Professor,Electrical Engineering and Computer Sciences,79,4,28,3,2
1605,"VAN VLIET, KRYSTYN J",VAN VLIET,KRYSTYN,Female,Professor,Biological Engineering,176,6,10,8,0
1605,"VAN VLIET, KRYSTYN J",VAN VLIET,KRYSTYN,Female,Professor,Materials Science and Engineering,176,6,10,8,0
2270,"VOIGT, CHRISTOPHER A",VOIGT,CHRISTOPHER,Male,Professor,Biological Engineering,232,1,36,25,2
2265,"WEISS, RON",WEISS,RON,Male,Professor,Biological Engineering,130,23,39,35,2
5055,"WHITE, FOREST M",WHITE,FOREST,Male,Professor,Biological Engineering,117,2,22,7,2
1895,"WITTRUP, KARL DANE",WITTRUP,KARL,Male,Professor,Biological Engineering,154,2,29,19,3
1895,"WITTRUP, KARL DANE",WITTRUP,KARL,Male,Professor,Chemical Engineering,154,2,29,19,3
5060,"YAFFE, MICHAEL B",YAFFE,MICHAEL,Male,Professor,Biological Engineering,249,5,25,7,2
5060,"YAFFE, MICHAEL B",YAFFE,MICHAEL,Male,Professor,Biology,249,5,25,7,2
3185,"AMON, ANGELIKA B",AMON,ANGELIKA,Female,Professor,Biology,127,3,12,0,0
1940,"BAKER, TANIA",BAKER,TANIA,Female,Professor,Biology,125,1,8,0,0
2015,"BARTEL, DAVID",BARTEL,DAVID,Male,Professor,Biology,130,1,0,11,2
1935,"BELL, STEPHEN P",BELL,STEPHEN,Male,Professor,Biology,75,0,14,0,1
15260,"CALO VELAZQUEZ, ELIEZER",CALO VELAZQUEZ,ELIEZER,Male,Assistant,Biology,14,0,0,0,2
8370,"CHEESEMAN, IAIN M",CHEESEMAN,IAIN,Female,Professor,Biology,83,0,0,0,2
5065,"CHEN, JIANZHU",CHEN,JIANZHU,Female,Professor,Biology,227,2,21,0,3
3830,"CHISHOLM, SALLIE W",CHISHOLM,SALLIE,Female,Professor,Biology,97,0,20,1,0
3830,"CHISHOLM, SALLIE W",CHISHOLM,SALLIE,Female,Professor,Civil and Environmental Engineering,97,0,20,1,0
15510,"DAVIS, JOSEPH HARRY",DAVIS,JOSEPH,Male,Assistant,Biology,19,0,2,0,1
4920,"DRENNAN, CATHERINE L",DRENNAN,CATHERINE,Female,Professor,Biology,157,3,8,0,1
4920,"DRENNAN, CATHERINE L",DRENNAN,CATHERINE,Female,Professor,Chemistry,157,3,8,0,1
1995,"FINK, GERALD R",FINK,GERALD,Female,Other,Biology,82,1,0,4,0
9605,"GEHRING, MARY",GEHRING,MARY,Female,Associate,Biology,36,0,0,0,0
2780,"GERTLER, FRANK",GERTLER,FRANK,Male,Professor,Biology,134,4,8,11,0
7780,"GROSSMAN, ALAN DAVIS",GROSSMAN,ALAN,Male,Professor,Biology,68,0,18,0,1
5445,"GUARENTE, LEONARD PERSHING",GUARENTE,LEONARD,Male,Professor,Biology,148,2,16,6,1
3085,"GUPTA, PIYUSH",GUPTA,PIYUSH,Female,Associate,Biology,72,1,0,0,0
2010,"HEMANN, MICHAEL",HEMANN,MICHAEL,Male,Associate,Biology,130,3,5,2,2
1960,"HORVITZ, HOWARD ROBERT",HORVITZ,HOWARD,Female,Professor,Biology,92,0,9,12,1
5305,"HOUSMAN, DAVID E",HOUSMAN,DAVID,Male,Professor,Biology,85,0,23,12,1
2410,"HYNES, RICHARD O",HYNES,RICHARD,Male,Professor,Biology,144,2,28,4,0
5940,"IMPERIALI, BARBARA",IMPERIALI,BARBARA,Female,Professor,Biology,135,0,37,11,2
5940,"IMPERIALI, BARBARA",IMPERIALI,BARBARA,Female,Professor,Chemistry,135,0,37,11,2
2425,"JACKS, TYLER E",JACKS,TYLER,Male,Professor,Biology,242,11,53,9,1
1965,"JAENISCH, RUDOLF",JAENISCH,RUDOLF,Male,Professor,Biology,307,2,0,14,1
18900,"JAIN, ANKUR",JAIN,ANKUR,Male,Assistant,Biology,28,1,0,0,3
5890,"KAISER, CHRIS",KAISER,CHRIS,Female,Professor,Biology,25,0,8,0,2
2500,"KIM, DENNIS H",KIM,DENNIS,Male,Professor,Biology,260,0,5,0,0
3295,"KING, JONATHAN ALAN",KING,JONATHAN,Male,Other,Biology,155,3,18,0,0
5465,"KRIEGER, MONTY",KRIEGER,MONTY,Female,Professor,Biology,57,1,10,6,2
19445,"LAMASON, REBECCA",LAMASON,REBECCA,Female,Assistant,Biology,11,0,1,0,1
2420,"LANDER, ERIC S",LANDER,ERIC,Male,Professor,Biology,388,4,14,28,2
1925,"LAUB, MICHAEL T",LAUB,MICHAEL,Male,Professor,Biology,87,0,7,0,2
5415,"LEES, JACQUELINE",LEES,JACQUELINE,Female,Professor,Biology,67,1,6,0,1
23855,"LEHMANN, RUTH E",LEHMANN,RUTH,Female,Professor,Biology,91,0,0,0,0
15090,"LI, GENE-WEI",LI,GENE-WEI,Female,Assistant,Biology,37,1,3,0,2
22650,"LI, PULIN",LI,PULIN,Female,Assistant,Biology,36,1,0,0,1
6465,"LITTLETON, J TROY",LITTLETON,J,Female,Professor,Biology,77,0,19,0,2
6465,"LITTLETON, J TROY",LITTLETON,J,Female,Professor,Brain and Cognitive Sciences,77,0,19,0,2
19345,"LOURIDO, SEBASTIAN",LOURIDO,SEBASTIAN,Male,Assistant,Biology,35,0,0,0,2
9920,"MARTIN, ADAM C",MARTIN,ADAM,Male,Associate,Biology,52,0,4,0,3
3335,"NEDIVI, ELLY",NEDIVI,ELLY,Female,Professor,Biology,37,4,13,1,2
3335,"NEDIVI, ELLY",NEDIVI,ELLY,Female,Professor,Brain and Cognitive Sciences,37,4,13,1,2
1990,"ORR-WEAVER, TERRY",ORR-WEAVER,TERRY,Male,Professor,Biology,64,0,0,0,0
5455,"PAGE, DAVID C",PAGE,DAVID,Male,Professor,Biology,111,1,0,3,0
4065,"RAJBHANDARY, UTTAM L",RAJBHANDARY,UTTAM,Female,Professor,Biology,35,0,11,1,1
5450,"REDDIEN, PETER",REDDIEN,PETER,Male,Professor,Biology,57,0,0,0,2
5575,"REGEV, AVIV",REGEV,AVIV,Female,Professor,Biology,379,26,5,59,0
3175,"SABATINI, DAVID",SABATINI,DAVID,Male,Professor,Biology,237,10,2,6,2
1920,"SAUER, ROBERT T",SAUER,ROBERT,Male,Professor,Biology,147,1,13,0,1
7715,"SCHWARTZ, THOMAS",SCHWARTZ,THOMAS,Male,Professor,Biology,61,0,9,1,1
1975,"SHARP, PHILLIP A",SHARP,PHILLIP,Male,Professor,Biology,160,7,21,22,0
2630,"SINSKEY, ANTHONY J",SINSKEY,ANTHONY,Male,Professor,Biology,107,4,9,35,2
1955,"SIVE, HAZEL L",SIVE,HAZEL,Female,Professor,Biology,86,0,1,0,0
7610,"SOLOMON, FRANK",SOLOMON,FRANK,Male,Professor,Biology,2,0,6,0,2
17495,"SPRANGER-ZIMMERMANN, STEFANI",SPRANGER-ZIMMERMANN,STEFANI,Female,Assistant,Biology,82,2,1,0,2
7620,"STEINER, LISA A",STEINER,LISA,Female,Professor,Biology,18,1,3,0,0
7675,"TONEGAWA, SUSUMU",TONEGAWA,SUSUMU,Male,Professor,Biology,108,2,23,8,1
7675,"TONEGAWA, SUSUMU",TONEGAWA,SUSUMU,Male,Professor,Brain and Cognitive Sciences,108,2,23,8,1
5485,"VANDER HEIDEN, MATTHEW G",VANDER HEIDEN,MATTHEW,Male,Associate,Biology,215,9,11,2,2
23610,"VOS, SEYCHELLE",VOS,SEYCHELLE,Female,Assistant,Biology,18,0,0,0,1
23655,"WALKER, BRUCE",WALKER,BRUCE,Male,Other,Biology,544,0,0,1,1
4925,"WALKER, GRAHAM C",WALKER,GRAHAM,Female,Professor,Biology,234,5,20,1,2
4075,"WEINBERG, ROBERT A",WEINBERG,ROBERT,Male,Professor,Biology,179,13,0,15,1
23965,"WEISSMAN, JONATHAN",WEISSMAN,JONATHAN,Male,Professor,Biology,244,4,0,0,0
14950,"WENG, JING-KE",WENG,JING-KE,Male,Associate,Biology,73,1,0,0,3
2840,"WILSON, MATTHEW A",WILSON,MATTHEW,Male,Professor,Biology,88,9,16,1,0
2840,"WILSON, MATTHEW A",WILSON,MATTHEW,Male,Professor,Brain and Cognitive Sciences,88,9,16,1,0
23890,"YAMASHITA, YUKIKO",YAMASHITA,YUKIKO,Female,Professor,Biology,114,0,0,0,0
14590,"YILMAZ, OMER H",YILMAZ,OMER,Female,Associate,Biology,90,1,14,4,2
1980,"YOUNG, RICHARD A",YOUNG,RICHARD,Male,Professor,Biology,261,8,0,7,2
1065,"ADELSON, EDWARD H",ADELSON,EDWARD,Male,Professor,Brain and Cognitive Sciences,60,46,15,11,1
1795,"ANIKEEVA, POLINA OLEGOVNA",ANIKEEVA,POLINA,Female,Associate,Brain and Cognitive Sciences,77,8,14,13,2
1795,"ANIKEEVA, POLINA OLEGOVNA",ANIKEEVA,POLINA,Female,Associate,Materials Science and Engineering,77,8,14,13,2
2785,"BEAR, MARK",BEAR,MARK,Male,Professor,Brain and Cognitive Sciences,105,0,20,4,1
